DATE,CPP
2020-05-01,39
2020-06-01,38.8
2020-07-01,38.6
2020-08-01,38.5
2020-09-01,38.4
2020-10-01,38.4
2020-11-01,38.4
2020-12-01,38.4
2021-01-01,38.2
2021-02-01,38
2021-03-01,37.8
2021-04-01,37.4
2021-05-01,37.1
2021-06-01,36.8
2021-07-01,36.6
2021-08-01,36.6
2021-09-01,36.5
2021-10-01,36.2
2021-11-01,36
2021-12-01,35.9
2022-01-01,35.6
2022-02-01,35.2
2022-03-01,34.8
2022-04-01,34.6
2022-05-01,34.2
2022-06-01,33.7
2022-07-01,33.8
2022-08-01,33.8
2022-09-01,33.7
2022-10-01,33.6
2022-11-01,33.6
2022-12-01,33.7
2023-01-01,33.4
2023-02-01,33.2
2023-03-01,33.1
2023-04-01,33
2023-05-01,32.9
2023-06-01,32.8
2023-07-01,32.7
2023-08-01,32.6
2023-09-01,32.5
